Altitude (m),Water Body Proximity (km),Rainfall (cm),Slope (%),Dam Proximity (km)
6,8.95367466091191,198,7.66450504811138,3.77044313408883
205,0.46416696450699,153,20.720731125314,36.8955608919804
2316,1.75595668361097,102,18.9407622302201,29.4285976146478
1816,1.27675914308159,135,29.8184280045834,33.3277272877211
1679,4.59403980467789,192,8.03149088123435,32.4652767739769
1614,0.768696482133331,147,12.2272950235255,35.611966553838
2414,3.28675021539613,23,28.4462065658233,2.06498764715297
1274,7.1327091292255,81,25.0639899071463,35.5186252951233
579,3.55739321579149,52,28.5507526706843,28.0063134365831
2459,5.39330104098253,196,13.7536263689375,33.8429797599359
48,2.08950873106843,62,2.05079623596769,23.6460361069461
1620,0.407023685813719,119,24.4781961469623,8.71755216578807
2065,8.01575386088268,11,6.24052483873208,34.443262212839
2599,1.5487565655988,177,5.00848689788872,23.4383278415072
2336,4.24878463934972,13,17.0388515598571,20.0520381071731
809,7.83119198807768,105,25.995816577418,5.31349158559433
103,2.67165003574443,49,12.6463763433082,48.7831329037986
666,0.635749010928408,53,11.9197228342117,16.3643410831287
669,4.6922673640863,5,22.0208756539944,23.0004014598537
2408,6.36779822115495,43,10.751108497587,38.7313081338279
965,4.83448232638239,181,3.42378877731334,32.7039547049319
387,8.0203676445395,6,3.07724606131124,45.5237281550223
1909,9.85683729931121,33,19.9821641670692,10.8256935986593
42,2.93861562795268,35,14.3921457909198,21.5176669485264
284,1.50866343992884,156,27.334091343958,27.5814309273505
2250,2.29670207726984,133,7.62577823493892,14.8247028617981
1279,3.43184528929327,36,10.3219886200727,3.8142780139967
960,1.60631735408105,63,1.40513325072741,8.91988137926622
1641,3.23554889871351,123,1.57411888588144,12.8734810694972
598,3.72383967087388,121,26.3730934916856,24.4848533549734
339,6.13277117852875,96,29.7331964841926,36.0961522762635
595,6.36789674080227,150,17.3065708881954,43.1775097745424
1924,3.52025605563145,181,26.1000467728766,11.3014367915398
1395,3.29013898257487,1,21.03033515092,28.87643357339
496,3.7095934835366,113,14.212932851654,2.67747021031733
640,1.32688972303347,144,14.1494524397733,45.3861504547613
1119,9.69659019166406,168,20.2043636140886,18.8491685245417
1497,3.22394293228508,147,6.61756831047828,40.6990293354094
2549,0.692996972726819,135,19.3267062400512,12.112617595684
2569,7.70886578068064,145,14.7758337860915,47.2649915313148
2020,4.03981736912324,147,24.3990131912924,32.1724369872018
1754,8.16956893353821,16,3.47646841004352,21.0841530244745
1296,5.95013579769303,169,15.0053490692275,30.7052196417414
1260,8.23542841202234,131,15.5859030021809,28.0709308631797
1543,9.50637812148675,143,5.48587977457987,46.6448413357112
1091,5.84685321922056,52,28.1472274543522,9.48400711645298
599,9.07621651712387,150,14.5171474414621,8.36470550242868
622,9.49591308915798,68,20.0251922327525,46.9541592590499
1416,6.12392428444302,66,11.7992687448221,10.2770409512372
551,3.82962919166487,174,28.5206298696832,38.5602496941247
2378,5.94101154680458,131,11.1848461879119,19.476544686562
2640,8.55060929572836,60,22.7498389681493,10.8190803894129
2904,9.22812288477357,196,14.2288136130961,28.4591353069552
438,1.24664386639269,4,18.9423816406349,4.75770249736309
12,0.0427451758248187,29,4.63321252374407,3.24426161229351
2556,3.76577513222384,119,21.1486192002998,25.2141628511223
1906,1.57235378790706,22,14.4564571840167,24.5814139265067
233,9.44853691652424,120,24.1098127683651,39.0949399409447
1047,8.76872673848216,169,26.7210446428835,22.1093836186774
538,8.35785102118355,3,28.3663208883631,39.1136255820376
1121,2.10130910676788,40,25.7801194444245,37.6799015097175
25,2.12149473900089,2,22.4385363633818,41.4368547616257
2486,5.89132382928849,20,1.32306263918771,32.4036692011342
384,7.15013709688773,98,21.8562726678737,13.1363948098668
1243,8.03646445688892,136,27.8178862803467,34.3882040799165
2438,6.29960701581441,47,23.2241201756313,3.94557912911747
159,4.64562909662025,48,16.0460036607874,7.8113530791264
535,2.16107630180823,20,13.8731191889063,45.7008611107329
2238,1.4476416003472,120,15.4317497965841,1.81890973172567
2625,6.2055906620448,160,29.50972986562,11.0015929571882
2505,2.67655629415744,33,2.9170505255645,32.6512804648652
1762,3.95621963269117,70,16.541189736562,32.7730167412743
1000,1.00428776343023,97,4.01702648524214,14.46235479095
1057,3.4852229270812,87,11.4438628125821,9.80138482443652
1243,4.34562510811273,15,10.5056139600635,1.00777755778491
76,2.11382621849728,167,1.99512326828211,2.6175464556746
1383,5.28525301542375,58,2.36322096006299,10.9166749034334
2610,8.07852829745059,149,2.58390097461384,29.9188894128287
846,2.70688164658487,52,4.58708482693597,12.8645452371088
944,4.33858155781478,188,10.1374021596344,4.1386409218173
2923,6.96159547247809,34,27.0848959820996,17.0357317697389
1671,4.57344419476893,127,1.37971165251267,24.1192343378889
1427,3.50142873578676,169,14.9097664544327,19.3699458802628
374,0.303479382802722,150,8.7893567137244,20.2730536294775
1135,6.68782638629178,198,3.01430454530349,38.8534968379572
997,1.22124978654875,16,4.86501694832392,37.5792940321317
234,3.91771170653023,60,14.1423918775073,18.5417213763303
79,5.56622933950337,79,0.146132055558546,21.9402481784167
1803,3.68920071491836,56,18.7283348898698,19.2125209276449
1365,2.19244949042056,67,21.3300737568585,28.3431014700329
1556,7.6979085983911,39,2.52215299374265,5.22540783656138
2494,6.75795567860555,172,25.1960397651807,4.92854673887548
1478,9.07444689571095,107,29.6244048435311,44.5060408008476
2385,8.99119614526911,67,27.4586882156678,48.6059223026746
629,8.67448084227199,33,28.5017639984334,16.375302921379
788,1.81729017805889,158,20.4748753577913,42.0185756039528
3000,7.51037093524642,102,21.7407612179096,14.8795582833337
1658,6.5440462098167,75,19.7415527421296,15.2069824558689
596,6.29034965397451,95,25.4089232881275,27.4491357091889
364,2.15398181474803,72,15.3470135528171,39.8158871529911
2410,1.46394876298656,135,29.6890361598788,27.4809434034006
274,8.23584152436563,155,20.3135629954139,22.7240246987963
2412,4.03252366861435,11,18.9909609903458,20.9190583846036
373,6.32436383816226,183,15.7770312280379,5.71239520629137
1367,3.30308740954407,113,12.3161193265172,21.1885781280144
378,0.65958230118421,198,14.0090245532226,33.6493664482149
848,8.84530715321312,85,0.287345433076991,25.5385147950294
204,0.10494339190067,28,16.9651191721243,12.6792810566041
2944,0.403562671655168,134,17.086463684967,19.3244764468102
992,0.908740446223895,126,7.19025079401277,11.5814294832044
2466,7.40544535981167,1,29.2147450261987,25.1154288688501
468,7.7468970804887,8,17.7414977341593,21.4382979589369
1914,7.285398381558,181,18.2679974903305,17.4744462940549
1468,7.41236622735072,199,26.3824192487534,8.85083788889405
1222,7.56039644866769,84,7.86756608086545,39.9118655775916
2730,9.04212345903907,153,12.6150384477703,20.6643599708367
112,1.41115972230314,71,4.70060053414817,46.4025515922897
1582,0.35595418718764,87,5.74328220003778,11.7659292976476
2995,0.358725422260848,113,21.4005179057331,34.1701072991212
2643,8.05840537085362,156,3.13932291797524,11.1911629884343
32,8.30918884739047,51,25.068724945359,17.0560613941697
1773,6.27678457438414,156,4.44307827107041,31.0480210631567
2567,6.27470617411028,17,28.3220063633177,25.5169913032125
427,5.9034460826341,144,22.821310208904,31.9357362841644
573,3.12106217193646,65,18.4644941987114,38.066075490511
324,0.624112603504454,123,2.47794068203274,34.2089841602565
1202,8.86715626665114,40,21.4149375444604,47.5380590369312
2865,9.43760929710878,2,2.91943551062906,26.931118689326
2408,0.605525186472607,198,15.4511335709045,27.4159468601244
947,8.80724009357927,145,24.8377265032773,10.2782274595672
2263,4.87235221312442,94,10.8089025097803,45.3378256983268
678,4.79668638248505,113,13.8001038843414,43.8733341571645
1175,6.34167001917755,198,29.0400268495687,4.75903351121574
1593,7.22597220797891,116,7.52668536285219,41.159534542462
2555,7.31948293963553,67,7.90765433798953,12.6190666336005
2727,6.330807398309,29,15.5513438461881,16.3498077411885
1183,9.15306255086424,127,15.8686420358022,23.0753694360296
2342,9.86069329868742,186,3.95545076824787,45.5086061699954
113,3.03377723403096,29,2.23912291540626,22.4494251901589
2945,5.86086836970997,27,26.5537540570643,21.4931853390869
2713,6.15040259496423,182,15.548757091013,20.0870509484331
2017,3.24493529224722,134,21.9844467276496,5.27725147935088
850,6.867234397086,61,10.3877460017111,22.3467834369881
1221,1.1051225204905,77,7.12941754511303,36.9061905218783
2534,6.59197128636971,164,9.33951263815754,25.4357123320485
2583,0.981964190868111,78,18.4785561845757,48.9069421498428
1737,5.98929929536893,150,28.8118998149959,14.9131835116209
568,1.62115695461478,200,20.8313122871191,43.8501493976366
650,6.62658017964868,134,21.983989231319,2.58101095654939
2298,8.49812305559654,72,25.5433759051243,7.43649823142442
778,5.32112690645936,183,14.7673596947163,7.50226992885802
1763,4.69089546081194,169,11.9068142563505,12.2164119393526
1231,6.99744493182338,106,27.3812210729429,40.4327759672141
2013,8.43257177124541,105,21.6849642274131,34.259101046627
2985,9.95193109140596,53,22.2986822497125,45.90804109097
2227,9.7236603364295,132,18.5049566719185,18.5266564544476
905,1.16996800599725,17,17.8742939220581,15.1144426545613
2766,7.47099955911177,93,21.2241727603121,32.0998091766029
1550,6.56837991873374,31,9.67515955295251,15.123803810528
416,2.39745742691548,68,29.1430953485492,23.6129213378084
814,0.844415539198569,89,21.3818545842415,0.842662296320251
734,6.09463559938894,103,17.9531404952951,0.676116559524898
2375,1.91739021521984,13,29.295219206905,3.46292886256097
2699,2.20734155617262,4,4.22031127453049,34.8172135548831
2514,1.87916626825244,67,3.57158906297001,28.4400512251593
1573,7.19216496907363,70,10.1097901250668,6.6969095168024
644,4.89755538681175,144,7.9096256103838,33.6794487642178
2696,6.81678972707816,52,16.9898310693194,31.135049636332
985,3.85187377889796,74,18.2281456685805,27.0560871914743
284,5.45143336570713,171,8.83788065109529,32.6398734114766
78,1.46523464758041,173,14.1493327722225,23.6042517252461
1622,2.89946113208314,40,16.2568908238565,14.0383924749635
2605,6.1181326360797,161,4.64321608917906,28.5457367210338
460,4.11618034968797,125,2.81057135353257,10.7470008407404
2665,8.46694151394052,3,1.85654631806263,48.5014559055033
1986,6.70543517439435,15,15.3164177409243,33.0803120765735
2147,9.3033749286308,151,11.5168397746999,21.3519301625613
2750,1.47513099486022,32,27.568604329589,18.7808091609173
1850,6.43100070900203,56,27.7262721234114,19.9070282045327
1620,0.502948367276735,19,17.5614538634162,15.2636878182612
1952,6.12102961723211,183,13.9185141385047,46.4727701699179
603,8.79927610021437,172,24.83644496621,3.94444376776304
711,5.15855884021684,4,0.420564359616357,20.3754355985806
1676,4.86069569623047,17,9.52976710826532,17.302546822457
1013,7.94635289312168,158,20.0298056677088,43.5413103750588
772,1.21826194651013,119,14.6219973438542,2.17518147051441
1505,9.61485278414718,126,22.0958761060225,25.60456286776
2185,6.78904801858985,181,19.2787631220803,2.75064227858959
2408,1.77796546602542,61,7.88719734706393,33.3395076051522
2755,6.65844760299063,184,21.368110811256,23.8344559390479
848,0.384904234655492,117,25.4137064687408,44.2244416829335
1991,6.60871300252199,38,22.9899111226329,45.5590350209095
1956,5.99726448382448,138,14.2726197301395,1.65121237669538
494,2.18025468496703,143,9.93709905807627,11.8778809944613
319,1.72546452211219,163,29.2207980723462,22.7317809384215
673,7.85066242909062,113,26.7351547059084,12.1680984160512
533,4.72386662722711,166,0.490324042081257,30.4955581242317
2638,4.14595268676187,181,20.7328122473027,6.98934664772847
2286,2.62518478205634,27,7.27364706645509,20.5348849387557
2259,8.22878300289425,169,4.87776514601751,19.2677192292088
312,1.76065692857238,115,8.63399662769915,16.9211435575386
1651,4.82020644100253,100,11.4537142310515,37.9792080348626
2354,0.0906048672079662,94,12.0519430713234,9.98703764860407
1977,1.18851385661242,55,18.614057170913,14.5755187083509
2017,0.298888947337818,165,21.7363934061565,14.9633622616319
2493,6.1915116988602,200,26.1603534499832,35.1043447632202
714,0.227352502604727,171,13.1186973769317,10.4528539395486
2853,0.222504978476557,166,21.8711569292839,4.54978810114662
127,5.61740542115853,47,4.60860199854249,49.6939601942659
1644,4.04810953728693,104,25.3930991961748,9.72086127567625
1078,6.22028137130961,26,7.0790152351391,9.21005221169656
2080,8.83406103864603,35,15.431277309198,46.3483617644104
2469,8.92898015727531,196,15.2493533027281,49.3885633039257
1825,8.93239988043816,198,1.11145236758724,36.1039124040811
1996,3.98957154504004,99,6.29587327676622,34.1950958569615
1649,0.74104415674614,21,18.000509986811,29.7869742725436
2193,3.8280307197686,52,13.6773679054687,40.6267799759816
252,0.112645047333704,4,19.8545608102369,31.6021535996858
522,2.41810210310427,116,0.386934119045103,45.6572077859448
135,9.43744339905288,141,15.2458589417921,10.8282886589676
2992,5.60845238594476,139,1.09472900636913,6.83803871587078
1573,3.2319867888497,76,20.9039885133153,47.8346878587822
2887,8.74766558400233,134,9.48477980186997,28.7539220643361
2341,2.69604980152383,7,23.5277209888739,18.3333100302958
2710,0.204471420104074,74,21.0127298394802,25.2651815999471
110,4.75005422848762,15,23.5450767077741,46.195085809612
2643,3.19330157239662,110,28.958877164849,14.543057682463
2869,0.677608982720487,22,19.8480680797553,49.2185552588267
1507,3.22969599410413,141,5.44065140296046,43.2898817125027
2478,1.02315602822744,12,24.2226706358287,43.3080198696528
2640,7.06716898889023,24,22.3882924197937,35.0600044032001
970,8.80446999455576,85,28.7795575228219,27.2787036413907
2439,9.24081592590977,15,8.95717830355022,6.32877618779862
245,6.38848895650355,74,21.2083064918206,42.0175516278265
2336,1.44422907116606,40,3.36742334078234,44.3564986432299
590,6.62385556108841,173,1.0599246816286,22.5479034991835
740,3.26324601902037,136,4.80513157178813,12.4163998323323
692,5.39989649463165,192,27.7940898899568,40.313702032955
1634,7.50824313375476,135,11.8795728457386,31.5116334984919
473,6.49181160602077,108,26.7353120763145,11.6283556857897
699,7.30567245909744,0,2.52421961782196,13.7164702285656
205,0.358518946329506,13,18.7532135350917,4.18092494605268
1327,6.25331724351992,43,26.4603989550551,22.9337749967867
2491,7.73640532783437,5,23.8008634136178,16.0535212596282
758,6.69571237590712,83,1.49856713522805,14.8406175115127
2107,1.90282740324792,166,15.1934869542263,34.3239674851538
2552,9.63025786468152,77,29.0919017427806,9.8507825213048
568,7.75892138376069,74,19.9248766283713,7.84794170367995
760,0.842191233057784,119,28.0785204578386,11.9801995172546
923,3.94293094160159,126,27.3077613540587,26.2253960993115
391,5.43075873100386,175,27.3224113961499,17.1141653358447
730,3.37594574030727,40,0.249738351690754,6.1295755555398
990,5.58437298844552,32,28.5487081688021,45.0673372260463
2994,0.44212976984186,115,4.41511429461784,44.1187872472174
1987,4.68978593835839,15,21.9301826171428,0.658160919239631
1084,6.915644365437,76,2.15802792801152,24.8896449426418
1809,4.31129819115078,127,14.406494070416,29.4008377841204
526,4.73717701751302,125,2.14511145274642,15.6336361436605
1468,2.0423237978579,52,2.59873463518451,38.5826814798969
344,2.98362756542472,122,21.3294173199115,28.7814603226553
2896,4.322239518986,14,27.0159651203876,45.3179456539352
2324,6.33367103744953,111,23.0241063114387,41.5144433048403
288,1.15752679305168,14,6.65556410767922,26.3596853901526
271,1.31473768888085,93,12.08847709611,0.487198041181636
2039,6.35766061157554,0,20.0733115123593,1.25133088986532
5,5.22692892327913,9,12.9430250487634,3.42421825445246
2592,6.91870886653825,52,22.1635958533731,20.4019539111419
214,1.18382684775538,48,22.1858226534763,12.737646418111
2048,8.23000314740506,100,7.64331323813823,43.3080685543843
2351,1.92777053975417,104,28.1774443448009,47.1625109103731
2007,7.0284712447323,145,26.0385571370886,9.19682575931096
906,5.32968511087248,80,6.17459400742586,2.67167055291677
1687,3.90541490657996,118,26.7182018909349,24.9574272180653
2033,2.78477154689422,39,11.7574232315101,6.17400986694263
1120,4.31262567916052,179,25.5247620210566,16.6169308088756
873,1.26174992420723,12,9.3488557516653,11.8818392403708
1971,7.60413746482958,4,13.8380629364262,30.583768508435
1928,8.57238146297144,3,1.81368476968653,11.5385288739806
2908,9.52498561616164,43,19.8663726229181,30.2393519537391
1114,2.61691017832301,164,23.9181116996821,40.7631041600834
943,0.540112949155329,161,2.08293231212693,33.5362438524074
2043,4.32005090593069,81,16.1560453236082,13.8752231192901
1525,7.24307852678452,45,9.50924593393168,13.9464066777117
125,6.11392474471284,154,20.7115300850983,14.7552831932398
1407,1.67492435988567,194,13.9495256812726,8.28558522774216
487,4.98455079795681,106,15.8666646741539,42.6556691079397
2603,5.78625655182401,39,9.23494838395038,32.8542993246143
2042,5.43626309000548,130,13.4279262098435,20.61080156255
1317,3.60018550361316,166,4.6274613941609,6.39080802979907
174,9.01832672007592,111,5.12273593908312,23.0638356347284
2651,6.22747099859192,66,23.4994565812848,37.8053999247011
1203,3.15855562654733,198,6.99278821479413,37.5460505104462
490,9.48576984599979,159,18.8649195158758,13.3437797365686
1987,9.24667876713322,95,8.87607597746333,7.25846963080921
507,1.8663971070106,183,19.7442106562554,39.8365614052312
1047,2.5882583833042,54,22.2837431115328,26.3136495351065
805,6.7216855209259,181,23.4107324543748,6.45033889415159
1966,9.20804828837754,137,14.5393224750892,6.22154317071747
2233,6.87405737683906,135,6.33785554878785,49.6075895483999
2977,8.46904940750618,128,2.31300605253451,24.9184284995781
2098,2.24377928958178,93,16.7982517724035,8.94582035401753
617,8.79304325877953,112,22.7288739422955,17.3941701216346
1581,6.55683645588151,188,20.1536515027718,3.45420457115263
2749,5.76305996820214,118,10.7945614905648,33.6463634424574
1524,3.94334316571857,1,4.20564822152932,32.8238011327035
1545,5.83101814335377,138,13.8510151747779,30.3329836726504
259,6.67825914330874,160,10.0160937248037,34.4265256968483
1335,0.798450163019279,90,22.1119035560632,29.6694279459653
768,3.75699204622666,42,10.9838489835873,18.6391682203813
2589,1.74387544205777,18,7.46486644205692,29.9835685227695
213,3.00806450696517,92,22.2915079591282,37.865990478279
2473,9.20537719010442,21,12.2028636579568,11.4050281931811
1302,3.93957979212474,57,1.7610736617603,48.7977867244728
847,5.39430056308924,181,21.0196542398261,38.5151320946191
2709,5.38370625725076,155,3.54005387235562,20.1714791090339
1635,6.482691079112,121,11.806808091969,12.7874733523266
1843,5.12322823132532,85,13.2182025790809,1.4942461810159
792,3.41906847185782,86,1.73027423211975,8.79612425543852
2030,4.65483818941197,122,16.3282929123307,26.6109278874578
190,0.141346981126015,3,21.3488171191777,23.9534351400332
2692,4.90004341547499,10,7.66648208269629,48.1258734856896
990,8.67590533480687,40,0.974985226297851,30.4359076590964
436,0.0304290128143692,7,20.6122910474319,36.9807455500643
914,9.67138820908093,129,1.30770410534419,8.91539392126052
2462,7.53407488428531,65,12.8672225751998,21.2572082217873
2469,8.53905334614807,87,1.49193416253877,48.0537006893875
2182,5.45250033978721,27,17.9614843461155,43.022989215447
1014,7.35934149154125,26,25.7101959623494,8.25392833167966
2159,3.1181778071155,89,22.374813876392,10.0452871239874
373,2.76386244934292,20,1.17864131248147,7.0463189192064
2012,5.95355062998899,27,22.6624597461112,20.1124551795484
63,6.64419617146192,186,15.008044935644,41.7124042555002
2550,4.87328468272797,173,4.47944337980394,15.835314571816
2589,9.94215944619212,138,6.09065865002106,25.8703613877837
2732,4.61032745967413,167,2.4826871733463,25.9975242876449
2457,9.3023739695728,196,16.1559284280749,11.5392356140825
470,7.44180710813769,42,3.43198389447848,24.2669451700607
992,3.73335666953593,189,14.2789128831594,37.185699167323
70,9.59752110788265,32,17.3639212028548,18.8370794941556
1028,5.67299097155184,68,22.2118375160751,26.6599954538622
2800,0.214688655612305,9,3.9978703895942,28.2032472023004
1260,1.38654712611289,169,22.5918000420888,13.2418400042129
2350,8.23631561732359,91,26.2893728724289,32.4952862717728
2022,9.01356375452656,29,20.7963987542168,36.7454249725058
412,6.78748448450193,48,28.5701195283668,17.8520357969127
2504,5.28239892558974,116,25.1037757223732,25.8206351908491
1377,7.59613303662055,186,0.423118141206484,33.8002312372718
1917,7.88394367561778,7,11.1106422749544,21.866143813035
179,9.45531983673963,71,17.5770984159098,13.2416189582984
1306,8.79593924205471,146,11.3635249088182,3.53763745295548
1271,4.01958093981541,4,5.46321002715377,19.0122617423414
2312,1.12017792367604,161,22.0187515805395,19.2241528675875
861,2.55764043102169,3,13.7876665252779,23.9941231400712
1250,7.37027303048931,39,12.2062614982804,28.6126176056885
2780,6.02823616022361,105,8.36322184539804,26.5303727182431
1951,1.90178429704101,93,13.1980052913629,47.4055135849868
664,3.49971480321011,153,27.2124563224915,18.4562324465514
418,9.67100712732326,170,21.2877382769543,42.7003024674792
1185,5.70173025775876,47,7.11482384631021,16.4424501501082
2569,6.61212299674315,109,27.7122423117436,29.6950583171572
680,2.03865468271887,145,3.74110870918891,28.018611454904
100,9.09511731829372,18,29.0328266774826,10.1098479722629
646,0.264006021616799,71,19.9590168881319,33.1271737723922
239,9.58755412525708,198,14.7553441579016,25.0238246735225
2208,8.98849542279357,184,15.8879853695878,8.34699011695518
1992,5.97249756540414,25,27.3387872019555,21.2629805548987
1564,5.14255113964261,76,23.8871891697526,33.6887644408174
2296,9.06116148389536,116,10.2769459425791,5.6955616649822
1572,4.50628794383697,46,13.6198080938616,37.7188223593612
968,4.18237425433623,177,24.5819189102902,28.9049993858895
1642,7.51325380046218,58,9.40481280094065,24.6039188690027
87,3.06091923776512,12,5.61326403843964,22.6562032707655
1008,3.47329563368386,40,15.6327972900648,43.0235254525443
67,0.59170106866107,151,4.64915498541792,15.2958551850353
1640,3.76692311317108,40,1.37365185555261,10.3017559685557
1392,9.60223691989116,157,6.33831436520628,19.8620874173482
358,3.05037541430602,187,3.93192038310914,40.2290312638566
2373,5.66157931081085,28,18.2885898636997,2.95737004996173
1873,1.69680011122512,152,2.22273141954999,37.9688854244686
364,7.04108765870849,82,27.5177652897381,1.95705018288591
2721,8.83675175119277,49,0.171608399561931,41.7077212431975
2905,0.189580274805101,13,29.3196069721182,28.9881626108426
193,2.10255641496866,53,7.70282484171462,14.8995364980634
1504,3.64631553554394,148,0.612161261877334,25.812639306093
2496,7.88627343055669,69,11.7628261960022,17.6518168172144
640,3.22669369463245,190,13.0387531323967,43.0425807036677
843,0.174298875439339,185,18.2138597824717,40.2440747943979
1037,2.30357369828693,23,20.2062876534612,2.24896933852867
549,0.764768413866153,196,29.3117398111775,8.21720744970664
471,3.8988324484824,59,3.32799183228676,47.9942239568043
2224,2.58508132646199,167,26.1342092719742,36.432193142897
1380,1.69591530657806,99,25.1909899044995,19.4119214755566
2965,8.06062641124535,166,3.33404237563256,43.9485298033162
1463,2.20133046455105,5,19.997099505831,9.23059337870146
879,7.8983531044917,130,20.8633259298678,17.3899578125558
1059,6.57624935498078,139,19.9977895413375,7.71358123631853
2097,6.89470707408627,49,14.6490293351977,42.5283498169747
879,6.22665313304279,144,10.1458794627705,29.1987787203175
11,0.428274635832276,56,14.7899362410921,47.3890778543985
1611,8.66277623375845,89,17.968503125121,34.2973812929413
69,1.32213166406655,59,9.64727924947382,14.0159000096948
30,6.4635918728952,142,8.50238918487345,23.2584767361591
2068,8.03415303605839,112,11.3875669564934,17.2666275562362
2336,9.24824003818913,108,20.6613153407218,28.2720497935343
1188,6.91756258462692,85,23.4518418922339,45.6574568832903
1518,2.45855526106735,14,10.0652662635487,33.3782164411401
2670,0.937191285998591,164,2.66985796716442,45.7739127959888
2420,8.76943891814246,108,13.7009783007791,40.2249021477999
145,9.53464985455523,159,10.385546162583,5.45790410904837
1260,2.24608724617227,47,15.8310585523493,39.8986972113864
1559,5.90873672537573,57,23.4939797142933,49.1454017394515
2038,4.43238686786517,62,20.9392325727893,19.6524165389972
1476,1.96146404490115,29,19.9677958760692,4.49703092170706
2884,3.45816846534531,192,13.0787050230719,42.2992821262385
647,1.83843262879462,60,18.1684005735003,26.5302960440154
1732,5.72677302859297,169,20.4788463009548,10.8322389028462
1358,0.116581632256361,19,0.946529962664345,18.0240324126856
2267,4.46099895873949,87,4.6371593593867,37.1048404005836
554,3.97480869051462,115,13.9679311223673,4.23327278860294
1323,5.75021745772876,129,24.8138836514862,11.7625094284156
1951,8.38801718171954,190,25.8916376543585,11.9455793334363
571,0.354950836482286,155,23.3108706801472,15.061766666284
2379,0.608564563039191,46,24.8569329124811,48.1808468503969
1221,6.37808345696873,185,3.65012909639805,17.9341626992892
2425,2.35868254002894,127,22.6577863775833,43.4373807120614
1947,3.50712954216907,38,0.448007153524387,28.8186102390553
2672,3.28851982929129,154,18.4666262673208,11.0951384725291
2644,6.16905114316483,170,23.8585450109062,33.1505715963759
1973,3.42411828986842,40,7.35620075746529,0.0787682873730766
631,5.4901633956043,48,29.4672548943783,44.0318981064584
906,3.28499078811831,189,15.4301796547531,30.5820163006602
1161,4.47237366826388,73,15.2420746886393,23.6516334400042
1407,3.74747036218998,4,4.87053678367857,33.3428201541913
2527,8.84838158405614,4,22.1869129128361,8.10279127433087
1975,3.61627102446981,10,9.09839711010582,6.43333860303181
1073,9.92719422547027,143,9.778658964545,48.667103002203
2298,4.35746235329643,188,16.839802102838,30.5692587419904
1447,8.6172789619185,189,17.2842586844034,39.7801359560677
2755,3.91220240401303,114,19.346063950531,21.2611628445915
1455,6.92970769853685,11,5.36462335405842,24.9215086781228
1363,7.00268076316829,107,18.3020045863966,10.9251457511059
2440,9.61237770641602,58,16.2421506931112,3.29218637052915
1999,3.58794863901485,2,16.5445797441053,33.1051714382327
2095,5.15204675830143,130,10.6247681331367,39.1943965090327
570,7.89439807187946,151,6.0107940874645,22.7221586457869
1639,2.602048670965,107,0.436916240630885,20.141575037033
2610,5.68546900615031,1,4.73679995605876,0.0617626429148643
2398,7.65203394790427,90,17.1323569576066,38.0786496272277
795,6.0345427939366,46,9.5819473798213,38.6542421683478
2229,9.77203542080058,31,8.15779664792136,2.0042059870959
608,3.34858820419891,118,3.39483141446431,7.79787495394939
1445,4.65507538625837,94,12.8317275027288,21.1222226496711
1851,5.19467961911281,66,29.1635048805773,30.9696597943226
1392,6.53190961949399,178,7.20792542792657,11.2503306833424
102,5.98504899944297,74,25.1908059164566,5.86221413090545
733,2.20679921981729,18,12.4257842896521,1.36586999488126
2264,3.05616600966128,47,2.04148841623726,24.8161643584553
1321,4.34102088535156,44,1.86397326854882,38.550619484255
2390,7.63587429956314,111,10.69914363074,36.3738163375439
1188,1.33828849644725,122,28.2676581230614,39.2450178301491
1630,8.78001575321188,75,4.00643551379595,17.8916038278981
727,9.41281240194202,182,8.97111211603725,10.3873742075454
1476,0.223762754976757,180,11.0696302262908,28.8248110104927
1624,2.06275812552178,39,11.546864270052,21.2154050432518
2773,5.81681563722089,104,17.0087426576244,33.1606395398749
191,1.55581948885655,40,11.1192929164903,3.08155517233317
304,8.36368028848771,149,29.2849225442831,43.81389244407
2869,4.85054690309668,108,1.8256596635842,9.82391549785726
44,1.68013412399597,108,12.2191979846958,31.7185856836202
1044,5.81983935969312,60,11.4190859426654,22.1237363160463
2740,4.93753896716002,179,17.1454475221232,23.3705648681258
1265,3.26164580358683,141,7.34924915403935,17.3792715769488
1984,4.90911842288162,88,11.8203943579595,24.8901988336374
2010,3.10766591346423,1,28.9566455997024,41.137718620341
2413,3.71436889472298,110,20.6439865721769,8.03030790737002
2474,0.513055544652143,168,21.4632983941821,8.91252598959976
1885,2.73197397207869,56,24.5676551469098,3.823294679452
527,8.75403074020056,22,23.9679064106562,12.3744071937763
692,8.37564489882522,23,28.8613311182862,39.6226814231543
2847,5.71715668319567,159,22.9811619319914,32.7115817518401
1796,9.52119253592747,43,29.8728355032803,13.1161825897382
1151,1.92114669373172,195,16.2111237220193,10.7416844926633
2502,0.149448488629684,13,21.2070220810293,35.8561361728844
2296,9.78712682655668,95,11.2449207952638,10.5436398483386
527,0.683840374753983,104,8.29460571834072,4.65824889071167
2462,7.15789031995436,197,7.73605408479282,4.5876381222054
591,6.06422736767055,27,6.63015916388326,15.4984720285318
1364,7.68133107288723,130,27.3904558689896,48.3078191899091
161,3.22433863823524,35,4.42518031610954,27.2910979711758
